"id","sri","mp_start","mp_end","class"
212,"00000179__",0.110000000000000,0.320000000000000,Minor Arterial
213,"00000179__",0.370000000000000,7.460000000000000,Minor Arterial
215,"00000181__",0.000000000000000,4.750000000000000,Major Collector
216,"00000181__",4.750000000000000,5.020000000000000,Collector
217,"00000181__",5.020000000000000,5.820000000000000,Minor Arterial
218,"00000181__",5.820000000000000,5.980000000000000,Collector
219,"00000181__",5.980000000000000,7.470000000000000,Major Collector
214,"00000181Z_",0.000000000000000,0.120000000000000,Minor Arterial
220,"00000182__",0.000000000000000,0.960000000000000,Accessible Principal Art
221,"00000183__",0.000000000000000,2.120000000000000,Accessible Principal Art
222,"00000184__",0.000000000000000,1.370000000000000,Accessible Principal Art
223,"00000185__",0.000000000000000,0.650000000000000,Accessible Principal Art
224,"00000187__",0.000000000000000,0.400000000000000,Accessible Principal Art
225,"00000195__",0.000000000000000,34.170000000000002,Limited Access
226,"00000202__",0.350000000000000,0.630000000000000,Limited Access
227,"00000202__",0.630000000000000,31.510000000000002,Accessible Principal Art
228,"00000202__",31.510000000000002,44.530000000000001,Minor Arterial
229,"00000202__",44.530000000000001,46.990000000000002,Accessible Principal Art
230,"00000202__",50.060000000000002,50.630000000000003,Accessible Principal Art
231,"00000202__",51.430000000000000,51.530000000000001,Accessible Principal Art
232,"00000202__",51.530000000000001,51.820000000000000,Minor Arterial
233,"00000202__",62.950000000000003,65.370000000000005,Accessible Principal Art
234,"00000202__",72.370000000000005,72.689999999999998,Accessible Principal Art
235,"00000206__",0.000000000000000,35.609999999999999,Accessible Principal Art
236,"00000206__",36.270000000000003,38.899999999999999,Accessible Principal Art
237,"00000206__",44.500000000000000,71.640000000000001,Accessible Principal Art
238,"00000206__",78.319999999999993,95.609999999999999,Accessible Principal Art
239,"00000206__",97.120000000000005,129.280000000000001,Accessible Principal Art
240,"00000208__",0.000000000000000,10.070000000000000,Limited Access
241,"00000278__",0.000000000000000,0.900000000000000,Limited Access
242,"00000280__",0.000000000000000,17.250000000000000,Limited Access
243,"00000284__",0.000000000000000,7.030000000000000,Minor Arterial
245,"00000287__",0.000000000000000,67.540000000000006,Limited Access
244,"00000287E_",17.840000000000000,20.940000000000001,Limited Access
246,"00000295__",0.950000000000000,76.359999999999999,Limited Access
247,"00000322__",2.220000000000000,34.549999999999997,Accessible Principal Art
248,"00000322__",34.549999999999997,50.090000000000003,Minor Arterial
249,"00000324__",0.000000000000000,1.510000000000000,Local Roads
250,"00000439__",0.000000000000000,3.950000000000000,Accessible Principal Art
251,"00000440__",0.000000000000000,3.980000000000000,Limited Access
252,"00000440__",18.850000000000001,26.180000000000000,Accessible Principal Art
253,"00000495__",0.790000000000000,1.870000000000000,Limited Access
254,"00000676__",0.000000000000000,3.790000000000000,Limited Access
105,"00000047__",62.869999999999997,64.120000000000005,Accessible Principal Art
106,"00000047__",64.120000000000005,75.200000000000003,Minor Arterial
107,"00000048__",0.000000000000000,2.130000000000000,Minor Arterial
108,"00000048__",2.130000000000000,4.260000000000000,Major Collector
109,"00000049__",0.000000000000000,37.840000000000003,Accessible Principal Art
110,"00000049__",37.840000000000003,53.799999999999997,Minor Arterial
111,"00000050__",0.000000000000000,18.500000000000000,Minor Arterial
112,"00000050__",19.120000000000001,26.020000000000000,Minor Arterial
113,"00000052__",0.000000000000000,2.740000000000000,Accessible Principal Art
114,"00000053__",0.000000000000000,4.630000000000000,Accessible Principal Art
115,"00000053__",4.630000000000000,4.660000000000000,Minor Arterial
116,"00000054__",0.000000000000000,6.670000000000000,Minor Arterial
117,"00000054__",6.670000000000000,8.710000000000001,Accessible Principal Art
118,"00000054__",8.710000000000001,11.859999999999999,Minor Arterial
119,"00000055__",20.000000000000000,21.750000000000000,Accessible Principal Art
120,"00000055__",21.750000000000000,45.390000000000001,Limited Access
121,"00000055__",45.390000000000001,48.399999999999999,Accessible Principal Art
122,"00000055__",48.399999999999999,60.539999999999999,Limited Access
123,"00000056__",0.000000000000000,9.190000000000000,Minor Arterial
124,"00000057__",0.000000000000000,21.100000000000001,Accessible Principal Art
125,"00000059__",0.000000000000000,0.150000000000000,Collector
126,"00000062__",0.000000000000000,0.470000000000000,Accessible Principal Art
127,"00000063__",0.000000000000000,3.090000000000000,Accessible Principal Art
128,"00000064__",0.000000000000000,0.320000000000000,Accessible Principal Art
129,"00000066__",0.000000000000000,3.620000000000000,Accessible Principal Art
130,"00000067__",0.000000000000000,1.290000000000000,Minor Arterial
131,"00000067__",1.400000000000000,1.860000000000000,Accessible Principal Art
132,"00000068__",0.000000000000000,7.800000000000000,Minor Arterial
133,"00000070__",0.000000000000000,18.530000000000001,Accessible Principal Art
134,"00000070__",18.609999999999999,59.840000000000003,Accessible Principal Art
135,"00000071__",0.000000000000000,5.100000000000000,Accessible Principal Art
136,"00000071__",5.420000000000000,16.780000000000001,Minor Arterial
137,"00000072__",0.000000000000000,28.739999999999998,Accessible Principal Art
138,"00000073__",6.240000000000000,34.100000000000001,Accessible Principal Art
140,"00000076__",0.000000000000000,1.950000000000000,Limited Access
139,"00000076E_",0.000000000000000,1.170000000000000,Limited Access
141,"00000077__",0.000000000000000,22.550000000000001,Minor Arterial
143,"00000078__",4.160000000000000,58.579999999999998,Limited Access
142,"00000078E_",48.250000000000000,58.430000000000000,Limited Access
144,"00000079__",0.000000000000000,12.130000000000001,Accessible Principal Art
147,"00000080__",0.500000000000000,68.540000000000006,Limited Access
145,"00000080E_",44.240000000000002,46.130000000000003,Limited Access
146,"00000080E_",62.579999999999998,68.540000000000006,Limited Access
148,"00000081__",0.550000000000000,1.180000000000000,Limited Access
149,"00000082__",0.000000000000000,4.920000000000000,Accessible Principal Art
150,"00000083__",0.000000000000000,3.810000000000000,Accessible Principal Art
151,"00000087__",0.000000000000000,1.700000000000000,Accessible Principal Art
153,"00000088__",0.000000000000000,5.200000000000000,Minor Arterial
154,"00000088__",5.200000000000000,10.020000000000000,Accessible Principal Art
152,"00000088Z_",0.000000000000000,0.190000000000000,Accessible Principal Art
155,"00000090__",2.000000000000000,3.220000000000000,Limited Access
156,"00000091__",0.000000000000000,2.260000000000000,Minor Arterial
157,"00000093__",0.000000000000000,3.420000000000000,Accessible Principal Art
158,"00000094__",0.130000000000000,22.469999999999999,Minor Arterial
159,"00000094__",24.910000000000000,27.699999999999999,Minor Arterial
160,"00000094__",28.000000000000000,45.939999999999998,Minor Arterial
162,"00000109__",1.350000000000000,2.310000000000000,Minor Arterial
163,"00000109__",2.310000000000000,3.060000000000000,Accessible Principal Art
164,"00000120__",0.000000000000000,1.340000000000000,Limited Access
165,"00000120__",1.340000000000000,2.650000000000000,Accessible Principal Art
166,"00000122__",0.800000000000000,2.420000000000000,Accessible Principal Art
167,"00000124__",0.000000000000000,1.480000000000000,Accessible Principal Art
168,"00000124__",1.480000000000000,4.390000000000000,Minor Arterial
169,"00000124__",4.390000000000000,13.289999999999999,Accessible Principal Art
170,"00000129__",0.000000000000000,2.410000000000000,Accessible Principal Art
171,"00000130__",0.000000000000000,12.210000000000001,Minor Arterial
172,"00000130__",12.210000000000001,14.289999999999999,Accessible Principal Art
173,"00000130__",23.609999999999999,29.480000000000000,Accessible Principal Art
174,"00000130__",30.480000000000000,83.459999999999994,Accessible Principal Art
175,"00000133__",0.000000000000000,4.060000000000000,Accessible Principal Art
176,"00000138__",0.000000000000000,0.330000000000000,Accessible Principal Art
177,"00000138__",0.330000000000000,3.520000000000000,Limited Access
179,"00000139__",0.000000000000000,1.450000000000000,Accessible Principal Art
178,"00000139U_",0.000000000000000,0.830000000000000,Accessible Principal Art
180,"00000140__",0.000000000000000,0.880000000000000,Minor Arterial
181,"00000140__",0.880000000000000,0.960000000000000,Major Collector
182,"00000143__",0.000000000000000,2.350000000000000,Minor Collector
183,"00000147__",0.000000000000000,0.330000000000000,Minor Arterial
184,"00000147__",0.330000000000000,4.200000000000000,Accessible Principal Art
185,"00000152__",0.000000000000000,3.160000000000000,Accessible Principal Art
186,"00000154__",0.000000000000000,1.580000000000000,Accessible Principal Art
187,"00000156__",0.000000000000000,1.280000000000000,Collector
188,"00000157__",0.000000000000000,0.910000000000000,Minor Arterial
189,"00000159__",0.000000000000000,0.450000000000000,Accessible Principal Art
190,"00000159__",0.450000000000000,1.360000000000000,Minor Arterial
191,"00000161__",0.000000000000000,1.100000000000000,Minor Arterial
192,"00000162__",0.000000000000000,0.700000000000000,Minor Collector
193,"00000163__",0.000000000000000,0.300000000000000,Local Roads
194,"00000165__",0.000000000000000,0.260000000000000,Minor Arterial
195,"00000166__",0.000000000000000,1.970000000000000,Minor Arterial
196,"00000166__",1.970000000000000,3.750000000000000,Accessible Principal Art
197,"00000167__",0.000000000000000,0.620000000000000,Local Roads
198,"00000167__",2.610000000000000,2.760000000000000,Local Roads
199,"00000168__",0.000000000000000,10.750000000000000,Accessible Principal Art
200,"00000171__",0.000000000000000,0.970000000000000,Minor Arterial
201,"00000172__",0.000000000000000,0.640000000000000,Minor Arterial
205,"00000173__",0.000000000000000,3.940000000000000,Minor Arterial
206,"00000173__",3.940000000000000,10.880000000000001,Minor Collector
207,"00000173__",10.880000000000001,11.550000000000001,Major Collector
208,"00000173__",11.550000000000001,11.699999999999999,Collector
209,"00000173__",12.810000000000000,14.619999999999999,Minor Arterial
202,"00000173Z_",0.000000000000000,0.600000000000000,Major Collector
203,"00000173Z_",0.600000000000000,0.680000000000000,Collector
204,"00000173Z_",1.120000000000000,1.670000000000000,Minor Arterial
210,"00000175__",0.270000000000000,1.800000000000000,Local Roads
211,"00000175__",1.800000000000000,2.950000000000000,Minor Arterial
4,"00000001__",0.600000000000000,5.470000000000000,Limited Access
5,"00000001__",5.470000000000000,45.450000000000003,Accessible Principal Art
6,"00000001__",45.450000000000003,54.609999999999999,Limited Access
7,"00000001__",54.609999999999999,64.879999999999995,Accessible Principal Art
1,"00000001B_",0.000000000000000,2.730000000000000,Accessible Principal Art
2,"00000001E_",45.570000000000000,51.140000000000001,Limited Access
3,"00000001T_",0.000000000000000,4.110000000000000,Accessible Principal Art
9,"00000003__",0.000000000000000,10.840000000000000,Limited Access
8,"00000003E_",9.122000000000000,10.369999999999999,Limited Access
10,"00000004__",0.000000000000000,5.000000000000000,Accessible Principal Art
11,"00000004__",5.000000000000000,10.590000000000000,Limited Access
12,"00000005__",0.000000000000000,3.150000000000000,Accessible Principal Art
13,"00000007__",0.000000000000000,5.290000000000000,Accessible Principal Art
14,"00000007__",5.990000000000000,8.140000000000001,Minor Arterial
15,"00000007__",9.279999999999999,10.039999999999999,Minor Arterial
17,"00000009__",3.000000000000000,3.060000000000000,Accessible Principal Art
18,"00000009__",3.060000000000000,16.800000000000001,Minor Arterial
19,"00000009__",16.800000000000001,18.609999999999999,Accessible Principal Art
20,"00000009__",18.609999999999999,30.649999999999999,Minor Arterial
21,"00000009__",32.159999999999997,32.219999999999999,Minor Arterial
22,"00000009__",32.219999999999999,42.859999999999999,Accessible Principal Art
23,"00000009__",42.859999999999999,52.590000000000003,Minor Arterial
24,"00000009__",54.850000000000001,91.049999999999997,Minor Arterial
25,"00000009__",94.500000000000000,136.379999999999995,Accessible Principal Art
16,"00000009W_",0.000000000000000,11.170000000000000,Accessible Principal Art
26,"00000010__",0.000000000000000,23.510000000000002,Accessible Principal Art
27,"00000012__",0.950000000000000,11.690000000000000,Minor Arterial
28,"00000013__",0.000000000000000,0.560000000000000,Minor Arterial
29,"00000015__",0.000000000000000,0.350000000000000,Minor Arterial
255,"00000015__",0.370000000000000,2.050000000000000,Minor Arterial
30,"00000015__",2.050000000000000,5.950000000000000,Accessible Principal Art
31,"00000015__",5.950000000000000,8.920000000000000,Limited Access
32,"00000015__",8.920000000000000,19.530000000000001,Accessible Principal Art
33,"00000017__",0.000000000000000,26.809999999999999,Accessible Principal Art
34,"00000018__",5.140000000000000,30.300000000000001,Limited Access
35,"00000018__",30.300000000000001,42.280000000000001,Accessible Principal Art
36,"00000018__",42.280000000000001,45.299999999999997,Limited Access
37,"00000019__",0.000000000000000,2.460000000000000,Limited Access
38,"00000019__",2.460000000000000,2.920000000000000,Accessible Principal Art
39,"00000020__",0.000000000000000,3.990000000000000,Accessible Principal Art
40,"00000021__",0.000000000000000,4.080000000000000,Accessible Principal Art
41,"00000021__",4.080000000000000,14.350000000000000,Limited Access
42,"00000022__",0.300000000000000,5.070000000000000,Accessible Principal Art
43,"00000022__",19.250000000000000,33.880000000000003,Minor Arterial
44,"00000022__",33.880000000000003,60.530000000000001,Accessible Principal Art
45,"00000023__",0.000000000000000,6.820000000000000,Accessible Principal Art
46,"00000023__",8.940000000000000,52.630000000000003,Accessible Principal Art
47,"00000024__",0.000000000000000,10.420000000000000,Limited Access
48,"00000026__",0.000000000000000,2.570000000000000,Minor Arterial
50,"00000027__",0.000000000000000,15.400000000000000,Accessible Principal Art
51,"00000027__",16.600000000000001,38.530000000000001,Accessible Principal Art
49,"00000027Z_",33.390000000000001,34.060000000000002,Accessible Principal Art
52,"00000028__",0.000000000000000,2.250000000000000,Minor Arterial
53,"00000028__",2.250000000000000,12.410000000000000,Accessible Principal Art
54,"00000028__",17.270000000000000,26.440000000000001,Accessible Principal Art
58,"00000030__",0.920000000000000,58.259999999999998,Accessible Principal Art
59,"00000031__",1.150000000000000,16.359999999999999,Accessible Principal Art
60,"00000031__",22.020000000000000,48.930000000000000,Accessible Principal Art
61,"00000032__",0.000000000000000,1.180000000000000,Accessible Principal Art
63,"00000033__",0.000000000000000,0.110000000000000,Accessible Principal Art
64,"00000033__",1.460000000000000,7.840000000000000,Accessible Principal Art
65,"00000033__",12.420000000000000,24.399999999999999,Accessible Principal Art
66,"00000033__",24.399999999999999,29.340000000000000,Limited Access
67,"00000033__",29.340000000000000,41.380000000000003,Accessible Principal Art
68,"00000033__",41.380000000000003,42.030000000000001,Minor Arterial
62,"00000033B_",0.000000000000000,6.890000000000000,Accessible Principal Art
69,"00000034__",0.000000000000000,3.520000000000000,Accessible Principal Art
70,"00000034__",3.520000000000000,7.720000000000000,Minor Arterial
71,"00000034__",8.760000000000000,12.270000000000000,Minor Arterial
72,"00000034__",12.270000000000000,26.789999999999999,Accessible Principal Art
75,"00000035__",0.000000000000000,2.700000000000000,Minor Arterial
76,"00000035__",2.700000000000000,49.380000000000003,Accessible Principal Art
77,"00000035__",50.630000000000003,58.070000000000000,Accessible Principal Art
73,"00000035Z_",3.490000000000000,9.029999999999999,Accessible Principal Art
74,"00000035Z_",12.850000000000000,14.279999999999999,Accessible Principal Art
78,"00000036__",0.000000000000000,24.399999999999999,Accessible Principal Art
79,"00000037__",0.000000000000000,13.430000000000000,Accessible Principal Art
80,"00000038__",0.000000000000000,19.190000000000001,Accessible Principal Art
82,"00000040__",1.740000000000000,56.829999999999998,Accessible Principal Art
83,"00000040__",57.600000000000001,64.079999999999998,Accessible Principal Art
84,"00000041__",0.000000000000000,3.900000000000000,Minor Arterial
85,"00000041__",3.900000000000000,4.950000000000000,Accessible Principal Art
86,"00000041__",10.740000000000000,10.830000000000000,Accessible Principal Art
87,"00000041__",10.830000000000000,14.080000000000000,Minor Arterial
88,"00000042__",0.000000000000000,6.350000000000000,Accessible Principal Art
89,"00000042__",6.350000000000000,14.279999999999999,Limited Access
90,"00000044__",0.000000000000000,0.860000000000000,Local Roads
91,"00000044__",0.860000000000000,9.369999999999999,Minor Arterial
92,"00000045__",0.000000000000000,8.800000000000001,Minor Arterial
93,"00000045__",9.440000000000000,17.640000000000001,Minor Arterial
94,"00000045__",18.160000000000000,28.510000000000002,Accessible Principal Art
95,"00000046__",0.000000000000000,10.029999999999999,Accessible Principal Art
96,"00000046__",10.029999999999999,21.699999999999999,Minor Arterial
97,"00000046__",21.699999999999999,72.090000000000003,Accessible Principal Art
98,"00000047__",0.660000000000000,3.150000000000000,Accessible Principal Art
99,"00000047__",3.150000000000000,17.539999999999999,Minor Arterial
100,"00000047__",17.539999999999999,20.910000000000000,Accessible Principal Art
101,"00000047__",20.910000000000000,31.949999999999999,Minor Arterial
102,"00000047__",31.949999999999999,35.079999999999998,Accessible Principal Art
103,"00000047__",35.079999999999998,52.520000000000003,Minor Arterial
104,"00000047__",53.039999999999999,62.460000000000001,Minor Arterial
55,"00000029__",0.000000000000000,2.84,Limited Access
56,"00000029__",2.84,3.32,Accessible Principal Art
57,"00000029__",3.32,5.8,Limited Access
255,"00000029__",5.80,6.84,Accessible Principal Art
256,"00000029__",6.84,9.38,Limited Access
